category	county	town	ad_id	date_of_lead	leads	package_type
commercial	Dublin	Leopardstown	5847310	21/01/2020	1	Standard
commercial	Dublin	Shankill	5847248	21/01/2020	1	Standard
commercial	Meath	Ashbourne	5847292	21/01/2020	1	Standard
commercial	Dublin	Ballymount	5847254	22/01/2020	1	Standard
commercial	Dublin	Blanchardstown	5911106	22/01/2020	1	Standard
commercial	Dublin	Citywest	5872201	22/01/2020	1	Standard
commercial	Dublin	Dublin 1	5918761	22/01/2020	1	Standard
commercial	Dublin	Dublin 2	5906543	22/01/2020	1	Standard
commercial	Dublin	Foxrock	5700956	22/01/2020	1	Standard
commercial	Limerick	Shanagolden	5919815	22/01/2020	1	Standard
commercial	Meath	Ashbourne	5847292	22/01/2020	1	Standard
commercial	Dublin	Dublin 2	5906543	23/01/2020	1	Standard
commercial	Dublin	Dublin 8	5890332	23/01/2020	1	Premium
commercial	Dublin	Dublin 1	5847252	24/01/2020	1	Standard
commercial	Dublin	Dublin 2	5914464	24/01/2020	1	Standard
commercial	Dublin	North Wall	5874611	26/01/2020	1	Standard
commercial	Dublin	Dublin 2	5906543	27/01/2020	1	Standard
commercial	Kildare	Celbridge	5914681	27/01/2020	1	Standard
commercial	Kildare	Naas	5924099	27/01/2020	1	Standard
commercial	Meath	Ashbourne	5847292	27/01/2020	2	Standard
commercial	Dublin	Ballycoolin	5925804	28/01/2020	2	Standard
commercial	Dublin	Leopardstown	5768536	28/01/2020	1	Standard
commercial	Meath	Ashbourne	5674335	28/01/2020	1	Standard
commercial	Dublin	Dublin 1	5893006	29/01/2020	1	Standard
commercial	Dublin	Dublin 1	5913058	29/01/2020	1	Standard
commercial	Dublin	Dublin 1	5905933	29/01/2020	2	Standard
commercial	Dublin	Dublin 12	5879698	29/01/2020	1	Standard
commercial	Dublin	Dublin 4	5847255	29/01/2020	1	Standard
commercial	Dublin	Blanchardstown	5924485	30/01/2020	1	Standard
commercial	Dublin	Dublin 2	5913668	30/01/2020	1	Standard
commercial	Meath	Ashbourne	5847292	30/01/2020	1	Standard
commercial	Dublin	Castleknock	5917172	31/01/2020	1	Standard
commercial	Tipperary	Tipperary Town	5927003	01/02/2020	1	Standard
commercial	Dublin	Dublin 7	5847295	02/02/2020	1	Standard
commercial	Dublin	Blackrock	5881927	03/02/2020	1	Standard
commercial	Dublin	Blackrock	5916990	03/02/2020	1	Standard
commercial	Dublin	Blanchardstown	5917842	03/02/2020	1	Standard
commercial	Dublin	Dublin 1	5893006	03/02/2020	1	Standard
commercial	Dublin	Dublin 2	5913668	03/02/2020	1	Standard
commercial	Dublin	Dublin 2	5906543	03/02/2020	1	Standard
commercial	Tipperary	Tipperary Town	5927003	03/02/2020	1	Standard
commercial	Dublin	Blanchardstown	5924485	04/02/2020	1	Standard
commercial	Dublin	Dublin 1	5905933	04/02/2020	1	Standard
commercial	Dublin	Dublin 1	5913058	04/02/2020	1	Standard
commercial	Dublin	Dublin 8	5753179	04/02/2020	1	Standard
commercial	Dublin	Leopardstown	5868221	04/02/2020	1	Standard
commercial	Dublin	Sandyford	5847265	04/02/2020	1	Standard
commercial	Dublin	Dublin 2	5906543	05/02/2020	1	Standard
commercial	Dublin	Dublin 8	5909802	05/02/2020	2	Standard
commercial	Dublin	Blanchardstown	5917842	06/02/2020	1	Standard
commercial	Kildare	Celbridge	5914681	06/02/2020	1	Standard
commercial	Dublin	Ballycoolin	5925804	07/02/2020	1	Standard
commercial	Dublin	Blackrock	5928700	07/02/2020	1	Standard
commercial	Dublin	Dublin 7	5847295	07/02/2020	2	Standard
commercial	Dublin	Dublin 8	5909802	07/02/2020	1	Standard
commercial	Dublin	Shankill	5847248	07/02/2020	1	Standard
commercial	Dublin	Ballycoolin	5925804	08/02/2020	1	Standard
commercial	Dublin	Blackrock	5928700	08/02/2020	1	Standard
commercial	Dublin	Dublin 7	5847295	08/02/2020	1	Standard
commercial	Dublin	Dublin 8	5909802	08/02/2020	7	Standard
commercial	Dublin	Finglas	5847282	09/02/2020	1	Standard
commercial	Dublin	Dublin 2	5914464	10/02/2020	1	Standard
commercial	Dublin	Dublin 4	5854517	10/02/2020	1	Standard
commercial	Dublin	Dublin 4	5703305	10/02/2020	1	Standard
commercial	Dublin	Dublin 4	5847255	10/02/2020	1	Standard
commercial	Dublin	Dublin 7	5847295	10/02/2020	2	Standard
commercial	Dublin	Dublin 8	5909802	10/02/2020	2	Standard
commercial	Dublin	Sandyford	5847290	10/02/2020	1	Standard
commercial	Dublin	Shankill	5847248	10/02/2020	2	Standard
commercial	Dublin	Stillorgan	5929164	10/02/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	11/02/2020	1	Standard
commercial	Dublin	Dublin 1	5905933	11/02/2020	1	Standard
commercial	Dublin	Tallaght	5928890	11/02/2020	1	Standard
commercial	Dublin	Dublin 2	5906543	12/02/2020	1	Standard
commercial	Dublin	Park West	5929102	12/02/2020	1	Standard
commercial	Meath	Ashbourne	5674335	12/02/2020	1	Standard
commercial	Tipperary	Tipperary Town	5927003	12/02/2020	2	Standard
commercial	Dublin	Dublin 1	5870502	13/02/2020	1	Premium
commercial	Dublin	Dublin 4	5847297	13/02/2020	1	Standard
commercial	Dublin	Dublin 7	5929424	13/02/2020	1	Standard
commercial	Dublin	Blanchardstown	5911106	14/02/2020	1	Standard
commercial	Dublin	Citywest	5872201	14/02/2020	1	Standard
commercial	Dublin	Dublin 2	5906543	17/02/2020	1	Standard
commercial	Dublin	Ballycoolin	5931188	18/02/2020	1	Standard
commercial	Dublin	Blackrock	5881927	18/02/2020	1	Standard
commercial	Dublin	Shankill	5847248	18/02/2020	1	Standard
commercial	Waterford	Waterford City	5913200	18/02/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	23/02/2020	1	Standard
commercial	Dublin	Dublin 7	5929424	23/02/2020	1	Standard
commercial	Dublin	Dublin 2	5912132	24/02/2020	1	Standard
commercial	Dublin	Dublin 2	5847258	24/02/2020	1	Premium
commercial	Dublin	Dublin 2	5906543	24/02/2020	2	Standard
commercial	Dublin	Dublin 8	5909802	24/02/2020	1	Standard
commercial	Dublin	Balbriggan	5847279	25/02/2020	1	Standard
commercial	Dublin	Dublin 2	5913668	25/02/2020	1	Standard
commercial	Dublin	Dublin 2	5847271	25/02/2020	1	Standard
commercial	Kildare	Naas	5924099	25/02/2020	1	Standard
commercial	Dublin	Balbriggan	5847279	26/02/2020	1	Standard
commercial	Dublin	Ballycoolin	5925804	26/02/2020	1	Standard
commercial	Dublin	Citywest	5872201	26/02/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	26/02/2020	1	Standard
commercial	Dublin	Dublin 8	5909802	26/02/2020	1	Standard
commercial	Dublin	Foxrock	5701564	26/02/2020	1	Standard
commercial	Dublin	Leopardstown	5868221	26/02/2020	1	Standard
commercial	Dublin	Dublin 2	5914464	27/02/2020	1	Standard
commercial	Dublin	Dublin 7	5929424	27/02/2020	4	Standard
commercial	Dublin	Leopardstown	5768535	27/02/2020	1	Standard
commercial	Dublin	Dublin 1	5913056	28/02/2020	1	Standard
commercial	Dublin	Dublin 4	5893747	28/02/2020	1	Standard
commercial	Dublin	Dublin 7	5929424	28/02/2020	2	Standard
commercial	Dublin	Dublin 8	5753180	28/02/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	29/02/2020	1	Standard
commercial	Meath	Ashbourne	5847292	29/02/2020	1	Standard
commercial	Dublin	Balbriggan	5847279	01/03/2020	1	Standard
commercial	Waterford	Waterford City	5913200	01/03/2020	1	Standard
commercial	Dublin	Balbriggan	5847279	02/03/2020	1	Standard
commercial	Dublin	Blackrock	5928700	02/03/2020	1	Premium
commercial	Dublin	Dublin 2	5906543	02/03/2020	1	Standard
commercial	Dublin	Ballycoolin	5925804	03/03/2020	1	Standard
commercial	Dublin	Blackrock	5916990	03/03/2020	1	Standard
commercial	Dublin	Dublin 2	5847316	03/03/2020	1	Standard
commercial	Dublin	Foxrock	5701564	03/03/2020	1	Standard
commercial	Dublin	Ballycoolin	5931188	04/03/2020	1	Standard
commercial	Dublin	Blackrock	5928700	04/03/2020	1	Premium
commercial	Dublin	Blackrock	5916990	04/03/2020	1	Standard
commercial	Dublin	Citywest	5872201	04/03/2020	1	Standard
commercial	Dublin	Dublin 2	5906543	04/03/2020	1	Standard
commercial	Dublin	Dublin 2	5935082	04/03/2020	1	Standard
commercial	Dublin	Dublin 2	5847271	04/03/2020	1	Standard
commercial	Dublin	Dublin 8	5753180	04/03/2020	1	Standard
commercial	Dublin	Leopardstown	5847269	04/03/2020	1	Standard
commercial	Dublin	Rathgar	5935475	04/03/2020	2	Standard
commercial	Limerick	Shanagolden	5919815	04/03/2020	1	Standard
commercial	Dublin	Blanchardstown	5924485	05/03/2020	1	Premium
commercial	Dublin	Dublin 1	5847252	05/03/2020	1	Standard
commercial	Dublin	Dublin 1	5918761	05/03/2020	1	Standard
commercial	Dublin	Dublin 2	5935082	05/03/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	06/03/2020	1	Standard
commercial	Dublin	Dublin 1	5918761	06/03/2020	1	Standard
commercial	Dublin	Dublin 12	5936037	06/03/2020	1	Standard
commercial	Meath	Ashbourne	5847250	06/03/2020	1	Standard
commercial	Meath	Ashbourne	5674335	06/03/2020	5	Standard
commercial	Dublin	Dublin 2	5912132	07/03/2020	1	Standard
commercial	Dublin	Dublin 2	5935082	07/03/2020	1	Standard
commercial	Dublin	Dublin 7	5929424	07/03/2020	1	Standard
commercial	Dublin	Dublin 2	5847286	09/03/2020	1	Standard
commercial	Dublin	Blackrock	5928700	10/03/2020	1	Premium
commercial	Dublin	Dublin 1	5893006	10/03/2020	1	Standard
commercial	Dublin	Leopardstown	5847310	10/03/2020	1	Standard
commercial	Dublin	Blackrock	5928700	11/03/2020	2	Premium
commercial	Dublin	Dublin 2	5847271	11/03/2020	1	Standard
commercial	Dublin	Dublin 2	5935082	11/03/2020	1	Standard
commercial	Dublin	Dublin 7	5937473	11/03/2020	2	Standard
commercial	Dublin	Citywest	5872201	14/03/2020	1	Standard
commercial	Dublin	Rathgar	5937238	14/03/2020	1	Standard
commercial	Dublin	Blanchardstown	5917842	15/03/2020	1	Standard
commercial	Limerick	Shanagolden	5919815	16/03/2020	1	Standard
commercial	Limerick	Shanagolden	5919815	17/03/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	18/03/2020	1	Standard
commercial	Dublin	Rathgar	5937238	18/03/2020	1	Standard
commercial	Cavan	Stradone	5847243	19/03/2020	1	Standard
commercial	Dublin	Dublin 1	5893006	19/03/2020	1	Standard
commercial	Dublin	Sandyford	5847265	19/03/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	21/03/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	23/03/2020	1	Standard
commercial	Cork	Mallow	5939576	25/03/2020	1	Standard
commercial	Dublin	Balbriggan	5847279	25/03/2020	1	Standard
commercial	Cork	Mallow	5939576	26/03/2020	1	Standard
commercial	Dublin	Blackrock	5928700	28/03/2020	1	Premium
commercial	Dublin	Dublin 7	5937473	30/03/2020	2	Standard
commercial	Tipperary	Clonmel	5916151	30/03/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	01/04/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	02/04/2020	1	Standard
commercial	Dublin	Dublin 4	5854517	02/04/2020	1	Standard
commercial	Dublin	Leopardstown	5847310	02/04/2020	1	Standard
commercial	Dublin	Leopardstown	5847296	02/04/2020	1	Standard
commercial	Dublin	Baldonnell	5865552	03/04/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	04/04/2020	1	Standard
commercial	Dublin	Dublin 1	5893006	06/04/2020	1	Standard
commercial	Dublin	Dublin 1	5918761	06/04/2020	1	Standard
commercial	Dublin	Dublin 4	5663017	06/04/2020	1	Standard
commercial	Dublin	Dublin 4	5854517	06/04/2020	1	Standard
commercial	Dublin	Dublin 8	5909802	06/04/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	06/04/2020	1	Standard
commercial	Dublin	Dublin 1	5893006	07/04/2020	1	Standard
commercial	Dublin	Dublin 1	5913057	07/04/2020	1	Standard
commercial	Dublin	Dublin 1	5936967	07/04/2020	2	Standard
commercial	Dublin	Dublin 7	5929424	07/04/2020	1	Standard
commercial	Dublin	Park West	5929102	08/04/2020	1	Standard
commercial	Dublin	Rathgar	5935475	08/04/2020	1	Standard
commercial	Dublin	Dublin 8	5909802	09/04/2020	1	Standard
commercial	Dublin	Dublin 8	5909802	10/04/2020	2	Standard
commercial	Kildare	Celbridge	5914681	10/04/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	11/04/2020	1	Standard
commercial	Dublin	Rathgar	5937238	12/04/2020	1	Standard
commercial	Dublin	Dublin 4	5854517	13/04/2020	1	Standard
commercial	Dublin	Leopardstown	5868221	13/04/2020	1	Standard
commercial	Dublin	North Wall	5874611	13/04/2020	1	Standard
commercial	Dublin	Ballycoolin	5925804	14/04/2020	1	Standard
commercial	Dublin	Dublin 12	5936037	14/04/2020	1	Standard
commercial	Meath	Ashbourne	5847292	14/04/2020	1	Standard
commercial	Dublin	Blackrock	5928700	15/04/2020	1	Standard
commercial	Dublin	Dublin 8	5909802	15/04/2020	1	Standard
commercial	Limerick	Shanagolden	5919815	15/04/2020	1	Standard
commercial	Dublin	Citywest	5872201	16/04/2020	1	Standard
commercial	Dublin	Dublin 1	5918761	16/04/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	16/04/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	17/04/2020	1	Standard
commercial	Dublin	Dublin 2	5944586	17/04/2020	1	Standard
commercial	Dublin	Rathgar	5945126	17/04/2020	2	Standard
commercial	Waterford	Kilcohan	5858474	17/04/2020	1	Standard
commercial	Dublin	Ballycoolin	5925804	18/04/2020	1	Standard
commercial	Dublin	Dublin 2	5913668	18/04/2020	1	Standard
commercial	Dublin	Dublin 2	5935082	20/04/2020	1	Standard
commercial	Dublin	Rathgar	5935475	20/04/2020	1	Standard
commercial	Dublin	Rathgar	5935475	22/04/2020	1	Standard
commercial	Dublin	Rathgar	5945126	23/04/2020	1	Standard
commercial	Dublin	Rathgar	5935475	23/04/2020	1	Standard
commercial	Dublin	Balbriggan	5847279	24/04/2020	1	Standard
commercial	Dublin	Rathgar	5945126	24/04/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	24/04/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	25/04/2020	2	Standard
commercial	Dublin	Blackrock	5916990	26/04/2020	1	Standard
commercial	Dublin	Dublin 4	5854517	26/04/2020	1	Standard
commercial	Dublin	Balbriggan	5847279	27/04/2020	1	Standard
commercial	Dublin	Dublin 2	5913668	27/04/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	27/04/2020	5	Standard
commercial	Meath	Ashbourne	5674335	27/04/2020	2	Standard
commercial	Dublin	Dublin 2	5944403	28/04/2020	1	Standard
commercial	Dublin	Dublin 2	5937058	28/04/2020	1	Standard
commercial	Tipperary	Clonmel	5916151	28/04/2020	1	Standard
commercial	Dublin	Dublin 7	5937473	29/04/2020	1	Standard
commercial	Dublin	Blackrock	5928700	30/04/2020	1	Standard
commercial	Dublin	Dublin 8	5940849	30/04/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	30/04/2020	1	Standard
commercial	Limerick	Shanagolden	5919815	30/04/2020	1	Standard
commercial	Cork	Mallow	5939576	01/05/2020	1	Standard
commercial	Dublin	Dublin 2	5937058	01/05/2020	3	Standard
commercial	Dublin	Dublin 8	5909802	01/05/2020	1	Standard
commercial	Dublin	Killiney	5854012	01/05/2020	1	Standard
commercial	Waterford	Waterford City	5913200	01/05/2020	1	Standard
commercial	Cork	Mallow	5939576	02/05/2020	1	Standard
commercial	Dublin	Balbriggan	5847279	02/05/2020	1	Standard
commercial	Dublin	Blanchardstown	5924485	02/05/2020	1	Standard
commercial	Dublin	Dublin 1	5893006	02/05/2020	1	Standard
commercial	Dublin	Dublin 7	5929424	02/05/2020	1	Standard
commercial	Dublin	Rathgar	5945126	02/05/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	04/05/2020	1	Standard
commercial	Dublin	Rathgar	5945126	04/05/2020	1	Standard
commercial	Dublin	Sandyford	5847290	05/05/2020	1	Standard
commercial	Dublin	Sandyford	5884601	05/05/2020	1	Standard
commercial	Dublin	Rathgar	5935475	06/05/2020	3	Standard
commercial	Kildare	Celbridge	5914681	06/05/2020	1	Standard
commercial	Waterford	Kilcohan	5858474	06/05/2020	1	Standard
commercial	Dublin	Dublin 12	5879385	07/05/2020	1	Standard
commercial	Dublin	Rathgar	5945126	07/05/2020	1	Standard
commercial	Dublin	Ballycoolin	5925804	08/05/2020	1	Standard
commercial	Dublin	Ballycoolin	5925804	09/05/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	09/05/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	10/05/2020	1	Standard
commercial	Dublin	Blanchardstown	5924485	11/05/2020	1	Standard
commercial	Dublin	Rathgar	5937238	12/05/2020	1	Standard
commercial	Waterford	Waterford City	5913200	13/05/2020	1	Standard
commercial	Dublin	Ballycoolin	5931188	14/05/2020	1	Standard
commercial	Dublin	Rathgar	5935475	14/05/2020	1	Standard
commercial	Dublin	Dublin 1	5918761	15/05/2020	1	Standard
commercial	Dublin	Blackrock	5928700	16/05/2020	1	Standard
commercial	Dublin	Citywest	5872201	16/05/2020	1	Standard
commercial	Dublin	Dublin 4	5854517	16/05/2020	1	Standard
commercial	Dublin	Dublin 7	5937473	16/05/2020	1	Standard
commercial	Dublin	Foxrock	5918443	16/05/2020	1	Standard
commercial	Dublin	Leopardstown	5868221	16/05/2020	1	Standard
commercial	Dublin	Rathgar	5945126	16/05/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	16/05/2020	1	Standard
commercial	Limerick	Shanagolden	5919815	16/05/2020	1	Standard
commercial	Tipperary	Clonmel	5846504	16/05/2020	1	Standard
commercial	Wicklow	Clara	5847274	16/05/2020	1	Standard
commercial	Dublin	Dublin 7	5937473	17/05/2020	1	Standard
commercial	Dublin	Leopardstown	5868221	17/05/2020	1	Standard
commercial	Dublin	Leopardstown	5941291	17/05/2020	1	Standard
commercial	Dublin	Balbriggan	5847279	18/05/2020	1	Standard
commercial	Dublin	Blackrock	5951456	18/05/2020	2	Standard
commercial	Dublin	Greenhills	5945030	18/05/2020	2	Standard
commercial	Dublin	Milltown	5951418	18/05/2020	1	Standard
commercial	Dublin	Rathgar	5935475	18/05/2020	1	Standard
commercial	Cavan	Stradone	5847243	19/05/2020	1	Standard
commercial	Dublin	Balbriggan	5847279	19/05/2020	2	Standard
commercial	Dublin	Dublin 1	5893006	19/05/2020	1	Standard
commercial	Dublin	Dublin 2	5944404	19/05/2020	1	Standard
commercial	Kildare	Celbridge	5914681	19/05/2020	2	Standard
commercial	Dublin	Blanchardstown	5924485	20/05/2020	1	Standard
commercial	Dublin	Dublin 8	5909802	20/05/2020	3	Standard
commercial	Dublin	Citywest	5872201	21/05/2020	1	Standard
commercial	Dublin	Dublin 2	5944404	21/05/2020	1	Standard
commercial	Dublin	Dublin 2	5944403	21/05/2020	1	Standard
commercial	Dublin	Dublin 7	5937473	21/05/2020	1	Standard
commercial	Dublin	Rathgar	5937238	21/05/2020	1	Standard
commercial	Meath	Ashbourne	5847292	24/05/2020	1	Standard
commercial	Dublin	Blackrock	5916990	25/05/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	25/05/2020	1	Standard
commercial	Dublin	Sandyford	5847290	25/05/2020	1	Standard
commercial	Cork	Mallow	5939576	26/05/2020	1	Standard
commercial	Dublin	Dublin 7	5937473	26/05/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	26/05/2020	1	Standard
commercial	Dublin	Blanchardstown	5917842	27/05/2020	1	Standard
commercial	Dublin	Dublin 2	5906543	27/05/2020	1	Standard
commercial	Dublin	Dublin 7	5929424	27/05/2020	1	Standard
commercial	Dublin	Milltown	5951418	27/05/2020	1	Standard
commercial	Dublin	Rathgar	5937238	27/05/2020	1	Standard
commercial	Dublin	St Margaret's	5934772	27/05/2020	1	Standard
commercial	Dublin	Balbriggan	5847279	28/05/2020	1	Standard
commercial	Dublin	Blackrock	5916990	28/05/2020	1	Standard
commercial	Dublin	Dublin 2	5935082	28/05/2020	1	Standard
commercial	Dublin	Leopardstown	5941278	28/05/2020	1	Standard
commercial	Dublin	Blackrock	5916990	29/05/2020	1	Standard
commercial	Dublin	Dublin 4	5663017	29/05/2020	1	Standard
commercial	Dublin	Milltown	5951418	29/05/2020	1	Standard
commercial	Dublin	Milltown	5953961	29/05/2020	2	Standard
commercial	Dublin	St Margaret's	5847241	29/05/2020	1	Standard
commercial	Dublin	Dublin 8	5909802	30/05/2020	1	Standard
commercial	Dublin	Rathmines	5908727	30/05/2020	1	Standard
commercial	Dublin	Milltown	5951418	31/05/2020	1	Standard
commercial	Dublin	Rathmines	5908727	31/05/2020	1	Standard
commercial	Dublin	Dublin 12	5879385	01/06/2020	1	Standard
commercial	Dublin	Dublin 2	5847286	01/06/2020	1	Standard
commercial	Dublin	Leopardstown	5847310	01/06/2020	2	Standard
commercial	Dublin	Rathmines	5908727	01/06/2020	2	Standard
commercial	Dublin	Dublin 2	5913668	02/06/2020	1	Premium
commercial	Dublin	Rathgar	5945126	02/06/2020	1	Standard
commercial	Dublin	Rathmines	5908727	02/06/2020	1	Standard
commercial	Dublin	Ballycoolin	5925804	03/06/2020	2	Standard
commercial	Dublin	Dublin 2	5847271	03/06/2020	1	Standard
commercial	Dublin	Rathmines	5908727	03/06/2020	3	Standard
commercial	Dublin	Ballycoolin	5925804	04/06/2020	1	Standard
commercial	Dublin	Dublin 2	5944404	04/06/2020	1	Standard
commercial	Dublin	Rathmines	5908727	04/06/2020	3	Standard
commercial	Dublin	Rathmines	5955310	04/06/2020	4	Standard
commercial	Dublin	Balbriggan	5847279	05/06/2020	1	Standard
commercial	Dublin	Dublin 2	5909376	05/06/2020	1	Standard
commercial	Dublin	Dublin 7	5937473	05/06/2020	4	Standard
commercial	Dublin	Rathmines	5955310	05/06/2020	3	Standard
commercial	Dublin	Blackrock	5916989	06/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	06/06/2020	1	Standard
commercial	Dublin	Blackrock	5916990	07/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	07/06/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	08/06/2020	1	Standard
commercial	Dublin	Dublin 12	5879385	08/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	08/06/2020	6	Standard
commercial	Dublin	Citywest	5872201	09/06/2020	1	Standard
commercial	Dublin	Milltown	5953961	09/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	09/06/2020	4	Standard
commercial	Waterford	Kilcohan	5858474	09/06/2020	1	Standard
commercial	Waterford	Waterford City	5913200	09/06/2020	1	Standard
commercial	Dublin	Dublin 2	5944403	10/06/2020	1	Standard
commercial	Dublin	Dublin 4	5847255	10/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	10/06/2020	3	Standard
commercial	Dublin	Blackrock	5881927	11/06/2020	1	Standard
commercial	Dublin	Leopardstown	5768535	11/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	11/06/2020	1	Standard
commercial	Cork	Mallow	5939576	12/06/2020	1	Standard
commercial	Dublin	Milltown	5951418	12/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	12/06/2020	3	Standard
commercial	Dublin	Dublin 4	5854517	13/06/2020	1	Standard
commercial	Dublin	Leopardstown	5847296	13/06/2020	1	Standard
commercial	Tipperary	Tipperary Town	5927003	13/06/2020	1	Standard
commercial	Wicklow	Clara	5847274	13/06/2020	1	Standard
commercial	Dublin	Dublin 1	5955153	15/06/2020	1	Standard
commercial	Dublin	Dublin 2	5914464	15/06/2020	1	Standard
commercial	Dublin	Dublin 2	5913668	15/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	15/06/2020	1	Standard
commercial	Kildare	Celbridge	5914681	15/06/2020	1	Standard
commercial	Dublin	Ballycoolin	5925804	16/06/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	16/06/2020	1	Standard
commercial	Dublin	Greenhills	5945030	16/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	16/06/2020	2	Standard
commercial	Dublin	Dublin 2	5942435	17/06/2020	1	Standard
commercial	Dublin	Dublin 4	5663017	17/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	17/06/2020	2	Standard
commercial	Dublin	Dublin 12	5936037	18/06/2020	1	Standard
commercial	Dublin	Greenhills	5945030	18/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	18/06/2020	1	Standard
commercial	Dublin	Citywest	5872201	19/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	19/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	20/06/2020	2	Standard
commercial	Dublin	Blackrock	5928700	21/06/2020	1	Standard
commercial	Dublin	St Margaret's	5927891	21/06/2020	1	Standard
commercial	Dublin	Dublin 2	5909376	22/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	22/06/2020	2	Standard
commercial	Dublin	Sandyford	5847290	22/06/2020	1	Standard
commercial	Tipperary	Tipperary Town	5927003	22/06/2020	2	Standard
commercial	Dublin	Dublin 4	5854517	23/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	23/06/2020	3	Standard
commercial	Dublin	Greenhills	5945030	24/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	24/06/2020	3	Standard
commercial	Wicklow	Clara	5847274	24/06/2020	1	Standard
commercial	Dublin	Blackrock	5881927	25/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	25/06/2020	1	Standard
commercial	Dublin	Rathgar	5945126	26/06/2020	1	Standard
commercial	Dublin	Sandyford	5884601	26/06/2020	1	Standard
commercial	Dublin	Rathgar	5945126	27/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	27/06/2020	1	Standard
commercial	Dublin	Dublin 1	5955153	28/06/2020	1	Standard
commercial	Dublin	Dublin 1	5847252	28/06/2020	2	Standard
commercial	Dublin	Dublin 4	5854517	28/06/2020	1	Standard
commercial	Dublin	Dublin 8	5909802	28/06/2020	2	Standard
commercial	Dublin	Rathgar	5935475	28/06/2020	1	Standard
commercial	Dublin	Rathgar	5937238	28/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	28/06/2020	5	Standard
commercial	Dublin	Milltown	5953961	29/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	29/06/2020	1	Standard
commercial	Meath	Ashbourne	5847292	29/06/2020	1	Standard
commercial	Tipperary	Clonmel	5916151	29/06/2020	2	Standard
commercial	Dublin	Blackrock	5916989	30/06/2020	1	Standard
commercial	Dublin	Dublin 7	5937473	30/06/2020	1	Standard
commercial	Dublin	Rathgar	5937238	30/06/2020	1	Standard
commercial	Dublin	Rathmines	5955310	30/06/2020	1	Standard
commercial	Kildare	Celbridge	5914681	30/06/2020	1	Standard
commercial	Dublin	Dublin 1	5955153	01/07/2020	2	Standard
commercial	Dublin	Rathgar	5935475	01/07/2020	1	Standard
commercial	Dublin	Rathgar	5937238	01/07/2020	1	Standard
commercial	Dublin	Rathmines	5955310	01/07/2020	1	Standard
commercial	Dublin	Foxrock	5701564	02/07/2020	1	Standard
commercial	Dublin	Rathmines	5955310	02/07/2020	1	Standard
commercial	Kildare	Celbridge	5914681	02/07/2020	3	Standard
commercial	Dublin	Balbriggan	5847279	03/07/2020	1	Standard
commercial	Dublin	Baldonnell	5865552	03/07/2020	1	Standard
commercial	Dublin	Ballycoolin	5925804	03/07/2020	1	Standard
commercial	Dublin	Stillorgan	5847246	03/07/2020	1	Standard
commercial	Dublin	Balbriggan	5847279	05/07/2020	1	Standard
